LANDING_YEAR,MANAGEMENT_GROUP_CODE,COMPLEX1_CODE,COMPLEX2_CODE,PACFIN_SPECIES_CODE,COMMON_NAME,TOTAL_LANDED_WEIGHT_MTONS,TOTAL_LANDED_WEIGHT_PPP,TOTAL_EXVESSEL_REVENUE,TOTAL_CONFIDENTIAL_FLAG
1987,GRND,ROCK,....,BCAC,BOCACCIO,2831.5,,2375740.13,
1987,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,6.1,,6462.3,*
1987,GRND,ROCK,....,BLCK,BLACK ROCKFISH,149.8,,108969.63,
1987,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,886.5,,1044331,
1987,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,19.2,,15452.17,
1987,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,8.4,,6038.43,*
1987,GRND,ROCK,....,BLUR,BLUE ROCKFISH,0.2,,192.48,
1987,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,0,,0,*
1987,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,20.6,,41180.55,
1987,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,0,,0,*
1987,GRND,ROCK,....,BRWN,BROWN ROCKFISH,9.5,,25456.69,*
1987,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,33.8,,88877.08,*
1987,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,0.1,,67.8,*
1987,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,5.8,,8180.85,
1987,GRND,ROCK,....,CHNA,CHINA ROCKFISH,0.3,,735,*
1987,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,2.7,,2612.25,*
1987,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,1950.3,,1556521.97,
1987,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,6.6,,7781.96,
1987,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,1.2,,1682.79,*
1987,GRND,ROCK,....,CNRY,CANARY ROCKFISH,2887.2,,2169681.52,
1987,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,3.2,,4784.67,
1987,GRND,ROCK,....,COPP,COPPER ROCKFISH,13.6,,26393.89,*
1987,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,11.2,,23551.74,
1987,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,75.4,,147715.4,
1987,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,2394.3,,1709757.26,
1987,GRND,ROCK,....,FLAG,FLAG ROCKFISH,6.3,,11888.49,
1987,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,19.2,,36506.63,
1987,GRND,ROCK,....,GRAS,GRASS ROCKFISH,1.7,,4503.9,*
1987,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,105.6,,120603.32,
1987,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,120,,87940.18,
1987,GRND,ROCK,....,HBRK,HALFBANDED ROCKFISH,0.1,,84.74,
1987,GRND,ROCK,....,HNYC,HONEYCOMB ROCKFISH,0,,23.76,
1987,GRND,ROCK,....,KLPR,KELP ROCKFISH,6.1,,16233.58,*
1987,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,1.6,,2267.43,
1987,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0,,0,*
1987,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,13,,14666.5,
1987,GRND,ROCK,....,ORCK,OTHER ROCKFISH,3,,2157.91,
1987,GRND,ROCK,....,PGMY,PYGMY ROCKFISH,0.5,,369.29,
1987,GRND,ROCK,....,PNK1,NOM. PINK ROCKFISH,0,,0,*
1987,GRND,ROCK,....,PNKR,PINK ROCKFISH,4.4,,10926.39,*
1987,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,1039.5,,752180.46,*
1987,GRND,ROCK,....,POP1,GEN. SHELF/SLOPE RF,57.5,,40291.01,*
1987,GRND,ROCK,....,POP2,NOM. POP,8.7,,6940.39,
1987,GRND,ROCK,....,PRRK,PINKROSE ROCKFISH,0.3,,288.29,*
1987,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,0.1,,319.31,*
1987,GRND,ROCK,....,RCK1,BOCACCIO+CHILIPEPPER RCKFSH,12.5,,11434.48,
1987,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,23.9,,39583.91,*
1987,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0,,0,*
1987,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,13.4,,18468.34,
1987,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,14.8,,11622.27,
1987,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,21.9,,17190.24,*
1987,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,1.6,,3553.8,
1987,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,67,,51851.22,*
1987,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,354.8,,245247.57,
1987,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,432.7,,382461.16,
1987,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,2.3,,2362.73,
1987,GRND,ROCK,....,ROSY,ROSY ROCKFISH,1.2,,1009.61,*
1987,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,9.1,,6360.12,
1987,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,1,,741.95,*
1987,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,13,,30320.96,*
1987,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,201,,140355.14,
1987,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,491.7,,354251.26,*
1987,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,461,,353967.28,
1987,GRND,ROCK,....,SNS1,NOM. SPLITNOSE ROCKFISH,0,,0,*
1987,GRND,ROCK,....,SPK1,NOM. SPECKLED ROCKFISH,0,,0,*
1987,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,26.2,,27785.35,
1987,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,93.8,,67857.14,
1987,GRND,ROCK,....,STAR,STARRY ROCKFISH,8.9,,23303.31,*
1987,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,27,,20461.15,*
1987,GRND,ROCK,....,TGR1,NOM. TIGER ROCKFISH,0.7,,540.52,
1987,GRND,ROCK,....,TREE,TREEFISH,0.4,,1089.5,
1987,GRND,ROCK,....,UPOP,UNSP. POP GROUP,69.1,,50204.04,*
1987,GRND,ROCK,....,URCK,UNSP. ROCKFISH,2044.8,,1619176.59,
1987,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,0,,0,*
1987,GRND,ROCK,....,VRML,VERMILION ROCKFISH,191.6,,320198.45,
1987,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,12896.3,,9198251.78,
1987,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,21.8,,17833.76,*
1987,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,97,,88902.07,
1987,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,37.6,,38113.02,*
1987,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,252.6,,176786.51,
1987,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,188,,164665.43,*
1987,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,4243.6,,3149505.78,
1987,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,929.8,,681354.69,
1987,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,1983.5,,1435891.73,
1987,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),834,,559483.74,
1987,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,3747.3,,2676730.16,
1987,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,40230.5,,31061847.89,*
1987,GRND,ROND,....,CBZ1,NOM. CABEZON,3.7,,2426.32,*
1987,GRND,ROND,....,CBZN,CABEZON,6.4,,3022.45,
1987,GRND,ROND,....,KGL1,NOM. KELP GREENLING,0.7,,561.35,*
1987,GRND,ROND,....,LCD1,NOM. LINGCOD,843,,731972.8,
1987,GRND,ROND,....,LCOD,LINGCOD,1703,,1424686.85,*
1987,GRND,ROND,....,PCOD,PACIFIC COD,2267.4,,1643775,
1987,GRND,ROND,....,PLCK,WALLEYE POLLOCK,22.5,,9712.03,*
1987,GRND,ROND,....,PWHT,PACIFIC WHITING,4758,,658526.58,*
1987,GRND,ROND,....,SABL,SABLEFISH,11529.4,,13426568.24,
1987,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,21134.1,,17901251.62,*
1988,GRND,FLAT,....,BSOL,BUTTER SOLE,4.5,,2107.25,*
1988,GRND,FLAT,....,CSOL,CURLFIN SOLE,0.2,,105.94,*
1988,GRND,FLAT,....,DOVR,DOVER SOLE,9917.5,,6707455.27,*
1988,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,8196.9,,5438916.67,
1988,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,1067,,949613.22,
1988,GRND,FLAT,....,EGLS,ENGLISH SOLE,1024.8,,863929.15,*
1988,GRND,FLAT,....,FNTS,FANTAIL SOLE,30.4,,25094.43,*
1988,GRND,FLAT,....,FSOL,FLATHEAD SOLE,1.8,,1614.28,*
1988,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,795.2,,1351943.38,*
1988,GRND,FLAT,....,PTRL,PETRALE SOLE,1352.8,,2506812.21,*
1988,GRND,FLAT,....,REX,REX SOLE,425,,360712.68,*
1988,GRND,FLAT,....,REX1,NOM. REX SOLE,841.2,,706679.99,
1988,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,5.3,,5217.69,*
1988,GRND,FLAT,....,RSOL,ROCK SOLE,8.6,,6443.51,*
1988,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,98.6,,102860.92,
1988,GRND,FLAT,....,SSO1,NOM. SAND SOLE,112.4,,185967.56,
1988,GRND,FLAT,....,SSOL,SAND SOLE,190.8,,313254.72,*
1988,GRND,FLAT,....,STRY,STARRY FLOUNDER,274.3,,184909.02,*
1988,GRND,FLAT,....,UFLT,UNSP. FLATFISH,52,,58270.27,*
1988,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,108.5,,78177.5,*
1988,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,540.4,,412135,*
1988,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,648.9,,490312.5,*
1988,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,34.3,,10846.91,*
1988,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,1907.1,,494351.18,*
1988,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,10.8,,8126.72,
1988,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,1952.2,,513324.81,*
1988,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,27000.4,,20775545.47,*
1988,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,140.4,,48997.73,*
1988,GRND,MGRN,....,RATF,SPOTTED RATFISH,0,,0,*
1988,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,197.8,,60110.99,*
1988,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,19,,36517.81,*
1988,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,66.3,,133829.74,*
1988,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,283.1,,230458.54,*
1988,GRND,MGRN,SKAT,USKT,UNSP. SKATE,68.8,,60289.34,
1988,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,68.8,,60289.34,
1988,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,492.3,,339745.61,*
1988,GRND,ROCK,....,ARRA,AURORA ROCKFISH,123.7,,78859.99,*
1988,GRND,ROCK,....,BANK,BANK ROCKFISH,1059.7,,907302.96,
1988,GRND,ROCK,....,BCAC,BOCACCIO,2477.8,,2073977.32,
1988,GRND,ROCK,....,BCC1,NOM. BOCACCIO,0,,0,*
1988,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,0,,0,*
1988,GRND,ROCK,....,BLCK,BLACK ROCKFISH,190.5,,115864.82,
1988,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,1055.6,,1002219.78,
1988,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,25.8,,23437.59,*
1988,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,9.7,,7308.96,
1988,GRND,ROCK,....,BLUR,BLUE ROCKFISH,0.1,,155.92,
1988,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,51.4,,35339.8,*
1988,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,6.8,,13776.62,*
1988,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,3.8,,2836.55,*
1988,GRND,ROCK,....,BRWN,BROWN ROCKFISH,23.8,,59250.09,*
1988,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,55,,154715.33,
1988,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,0,,0,*
1988,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,7.8,,12668.49,*
1988,GRND,ROCK,....,CHNA,CHINA ROCKFISH,0.7,,1715.59,*
1988,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,2.3,,2116.59,
1988,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,2390.6,,1803925.56,
1988,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,7.2,,15903.98,
1988,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,2.5,,3532.74,*
1988,GRND,ROCK,....,CNRY,CANARY ROCKFISH,2795.7,,1770380.7,*
1988,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,1.6,,2595.94,*
1988,GRND,ROCK,....,COPP,COPPER ROCKFISH,19.8,,46123.1,*
1988,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,16.3,,38929.4,*
1988,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,84.1,,245514.71,
1988,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,1646.7,,1061683.88,
1988,GRND,ROCK,....,FLAG,FLAG ROCKFISH,1.8,,2523.59,*
1988,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,2.2,,6550.25,
1988,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,0,,0,*
1988,GRND,ROCK,....,GRAS,GRASS ROCKFISH,2.8,,7843.18,
1988,GRND,ROCK,....,GSP1,NOM. GREENSPOTTED ROCKFISH,0,,0,*
1988,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,170.5,,164957.61,*
1988,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,235.6,,152138.57,
1988,GRND,ROCK,....,KLP1,NOM. KELP ROCKFISH,0,,0,*
1988,GRND,ROCK,....,KLPR,KELP ROCKFISH,10,,28261.15,
1988,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,5.4,,8307.23,
1988,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0.1,,200.9,*
1988,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,5.8,,5830.57,
1988,GRND,ROCK,....,ORCK,OTHER ROCKFISH,261.5,,171974.55,*
1988,GRND,ROCK,....,PGMY,PYGMY ROCKFISH,0.1,,88.71,
1988,GRND,ROCK,....,PNK1,NOM. PINK ROCKFISH,0,,0,*
1988,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,1154.8,,740425.26,
1988,GRND,ROCK,....,POP1,GEN. SHELF/SLOPE RF,86,,54226.02,*
1988,GRND,ROCK,....,POP2,NOM. POP,91.7,,59347.82,*
1988,GRND,ROCK,....,PRRK,PINKROSE ROCKFISH,2.1,,1574.06,*
1988,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,0.3,,684.83,*
1988,GRND,ROCK,....,RCK1,BOCACCIO+CHILIPEPPER RCKFSH,9.8,,9029.72,*
1988,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,28.1,,44499.92,*
1988,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,4.7,,9131.4,
1988,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,3.9,,3184.44,
1988,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,4.9,,3962.89,*
1988,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,3,,7085.88,
1988,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,98.1,,64845.41,*
1988,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,352.8,,211752.67,
1988,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,247.8,,197897.63,
1988,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0,,0,*
1988,GRND,ROCK,....,ROSY,ROSY ROCKFISH,14.3,,14905.83,*
1988,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,11.5,,7917.92,
1988,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,1,,714.19,*
1988,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,15.7,,39603.22,*
1988,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,422.7,,258966.63,
1988,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,315.2,,200695.42,*
1988,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,560.1,,362274.02,
1988,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,12.8,,12981.26,
1988,GRND,ROCK,....,SQRS,SQUARESPOT ROCKFISH,0,,0.32,
1988,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,70,,46111.92,
1988,GRND,ROCK,....,STAR,STARRY ROCKFISH,7.5,,17930.91,*
1988,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,21.5,,16425.88,*
1988,GRND,ROCK,....,TGR1,NOM. TIGER ROCKFISH,0.1,,70.58,
1988,GRND,ROCK,....,TRE1,NOM. TREEFISH,0,,0,*
1988,GRND,ROCK,....,UPOP,UNSP. POP GROUP,153.1,,94070.64,*
1988,GRND,ROCK,....,URCK,UNSP. ROCKFISH,1570.5,,1070487.91,
1988,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,0,,18,*
1988,GRND,ROCK,....,VRML,VERMILION ROCKFISH,157.4,,325458.09,*
1988,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,9954,,6363305.17,
1988,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,460.6,,316861.17,
1988,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,126.9,,91666.42,
1988,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,65.1,,57744.69,*
1988,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,433.9,,268329.1,
1988,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,516.6,,365843.15,*
1988,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,5403,,3411995.5,
1988,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,2720.2,,2134327.75,
1988,GRND,ROCK,TRNY,SSP1,NOM. SHORTSPINE THORNYHEAD,26.5,,22516.71,
1988,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,2841.3,,2172280.79,*
1988,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),74.7,,59942.98,*
1988,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,5662.7,,4389068.23,*
1988,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,40799,,29169906.84,*
1988,GRND,ROND,....,CBZ1,NOM. CABEZON,5.8,,5618.23,
1988,GRND,ROND,....,CBZN,CABEZON,9,,6064,*
1988,GRND,ROND,....,KGL1,NOM. KELP GREENLING,1.1,,597.46,*
1988,GRND,ROND,....,LCD1,NOM. LINGCOD,888.2,,783382.38,
1988,GRND,ROND,....,LCOD,LINGCOD,1833.2,,1460423.53,*
1988,GRND,ROND,....,PCOD,PACIFIC COD,3320.6,,1939660.33,*
1988,GRND,ROND,....,PLCK,WALLEYE POLLOCK,21.6,,7661.9,
1988,GRND,ROND,....,PWHT,PACIFIC WHITING,6782,,1109723.48,*
1988,GRND,ROND,....,SABL,SABLEFISH,9740.9,,12654104.45,*
1988,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,22602.4,,17967235.76,*
1989,GRND,FLAT,....,BSOL,BUTTER SOLE,1.4,,757.25,*
1989,GRND,FLAT,....,CSOL,CURLFIN SOLE,2.4,,1907.78,
1989,GRND,FLAT,....,DOVR,DOVER SOLE,11091.2,,6800361.65,
1989,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,7723.4,,4616296.88,
1989,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,1053.1,,884048.14,
1989,GRND,FLAT,....,EGLS,ENGLISH SOLE,1359,,1065219.95,
1989,GRND,FLAT,....,FNTS,FANTAIL SOLE,41.8,,36790.93,*
1989,GRND,FLAT,....,FSOL,FLATHEAD SOLE,1,,859.36,*
1989,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,840.6,,1456948.16,*
1989,GRND,FLAT,....,PTRL,PETRALE SOLE,1311.9,,2425482.23,*
1989,GRND,FLAT,....,REX,REX SOLE,396.2,,308136.97,*
1989,GRND,FLAT,....,REX1,NOM. REX SOLE,749.1,,616756.11,
1989,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,10,,8984.58,*
1989,GRND,FLAT,....,RSOL,ROCK SOLE,7.1,,5863.86,*
1989,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,61.6,,62611.38,
1989,GRND,FLAT,....,SLNS,SLENDER SOLE,0,,0,*
1989,GRND,FLAT,....,SSO1,NOM. SAND SOLE,110.7,,182422,
1989,GRND,FLAT,....,SSOL,SAND SOLE,294.4,,483107.94,*
1989,GRND,FLAT,....,STRY,STARRY FLOUNDER,468.7,,284184.69,*
1989,GRND,FLAT,....,UFLT,UNSP. FLATFISH,70.9,,80089.28,*
1989,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,73.9,,41333.72,
1989,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,655.5,,427853.3,*
1989,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,729.4,,469187.02,*
1989,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,28.3,,8656.34,
1989,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,3523.8,,771549.01,*
1989,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,12.1,,8699.3,*
1989,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,3564.2,,788904.65,*
1989,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,29888.1,,20578920.81,*
1989,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,95.9,,33124.61,*
1989,GRND,MGRN,....,RATF,SPOTTED RATFISH,0,,0,*
1989,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,291.9,,90843.93,*
1989,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,23,,40632.64,*
1989,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,77.1,,142551.65,*
1989,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,392,,274028.22,*
1989,GRND,MGRN,SKAT,USKT,UNSP. SKATE,87.9,,53509.47,
1989,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,87.9,,53509.47,
1989,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,575.8,,360662.3,*
1989,GRND,ROCK,....,ARRA,AURORA ROCKFISH,131,,68089.5,*
1989,GRND,ROCK,....,BANK,BANK ROCKFISH,858.1,,696338.84,
1989,GRND,ROCK,....,BCAC,BOCACCIO,3034,,2353454.62,
1989,GRND,ROCK,....,BCC1,NOM. BOCACCIO,0,,0,*
1989,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,23.2,,17232.8,
1989,GRND,ROCK,....,BLCK,BLACK ROCKFISH,152.5,,91777.33,*
1989,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,522.9,,621468.61,
1989,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,104.4,,82815.23,*
1989,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,17.3,,14099.51,
1989,GRND,ROCK,....,BLUR,BLUE ROCKFISH,15.8,,24467.82,*
1989,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,0,,0,*
1989,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,9.2,,22628.21,
1989,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,9.4,,6944.28,*
1989,GRND,ROCK,....,BRWN,BROWN ROCKFISH,47.7,,114913.18,*
1989,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,2.8,,7404.74,
1989,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,0,,0,*
1989,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,2.2,,4930.99,*
1989,GRND,ROCK,....,CHNA,CHINA ROCKFISH,4.2,,9690.32,*
1989,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,16.1,,11846.81,
1989,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,3119.5,,2427353.01,
1989,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,6,,5161.46,
1989,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,3.4,,5748.61,*
1989,GRND,ROCK,....,CNRY,CANARY ROCKFISH,3138.1,,2092059.54,
1989,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,13.2,,13301.69,
1989,GRND,ROCK,....,COPP,COPPER ROCKFISH,23.3,,58684.44,
1989,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,12.1,,29939.59,*
1989,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,29.8,,46678.93,
1989,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,1269.1,,776718.86,*
1989,GRND,ROCK,....,FLAG,FLAG ROCKFISH,8.4,,12142.59,*
1989,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,4.6,,10860.29,
1989,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,0,,0,*
1989,GRND,ROCK,....,GPHR,GOPHER ROCKFISH,42.4,,110361.48,
1989,GRND,ROCK,....,GRAS,GRASS ROCKFISH,0.1,,209.02,
1989,GRND,ROCK,....,GSP1,NOM. GREENSPOTTED ROCKFISH,0,,0,*
1989,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,244.5,,261515.36,
1989,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,279.5,,198913.53,
1989,GRND,ROCK,....,KLPR,KELP ROCKFISH,0.6,,1878.57,
1989,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,3.4,,4528.66,*
1989,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0.3,,405.34,
1989,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,6.2,,10200.74,*
1989,GRND,ROCK,....,ORCK,OTHER ROCKFISH,67.5,,53545.44,*
